iter	RMSE
666	191615.1229
667	191559.9713
668	191374.1554
669	191222.1388
670	191188.477
671	191101.1228
672	191032.102
673	190887.5212
674	190793.9192
675	190676.0784
676	190597.5508
677	190516.2698
678	190417.5664
679	190306.2554
680	190230.1354
681	190157.3775
682	190119.2174
683	190014.3226
684	189899.5014
685	189796.9032
686	189765.1626
687	189674.3997
688	189643.7093
689	189522.8246
690	189481.7094
691	189457.7946
692	189369.1378
693	189305.1037
694	189248.1075
695	189179.3227
696	189051.2668
697	188922.9774
698	188836.4659
699	188801.0821
700	188756.9107
701	188634.2482
702	188544.2184
703	188514.4357
704	188434.7345
705	188380.5172
706	188319.8743
707	188257.5451
708	188108.6272
709	188024.3252
710	187889.2971
711	187819.6113
712	187809.7447
713	187687.9854
714	187566.6691
715	187482.7797
716	187447.6693
717	187335.6846
718	187196.679
719	187067.3547
720	186977.4844
721	186922.2389
722	186900.0983
723	186790.5215
724	186736.014
725	186706.3024
726	186653.96
727	186539.9697
728	186467.6491
729	186466.9715
730	186438.3797
731	186431.3394
732	186363.6135
733	186336.1602
734	186264.6882
735	186176.8984
736	186062.4939
737	186040.0619
738	185982.0184
739	185877.5861
740	185802.5515
741	185756.4206
742	185714.1849
743	185668.1307
744	185666.4196
745	185591.6484
746	185470.0838
747	185368.5236
748	185275.7981
749	185237.543
750	185234.7879
751	185165.3022
752	185068.8317
753	185048.0589
754	184915.0947
755	184824.7599
756	184803.7316
757	184688.7203
758	184606.3479
759	184562.0478
760	184560.2324
761	184489.9269
762	184426.6758
763	184375.8057
764	184281.5331
765	184227.0544
766	184184.2982
767	184182.5245
768	184150.1915
769	184080.0654
770	184068.5341
771	183978.6772
772	183907.7708
773	183838.4108
774	183732.424
775	183730.91
776	183635.7165
777	183564.801
778	183468.3963
779	183413.9747
780	183284.128
781	183267.429
782	183266.5993
783	183248.5068
784	183247.3597
785	183120.6494
786	183063.5461
787	183025.4537
788	182979.1216
789	182930.588
790	182895.6418
791	182790.6438
792	182685.1326
793	182667.8412
794	182609.8754
795	182543.975
796	182416.9171
797	182217.1322
798	182079.4232
799	182058.8595
800	181968.131
801	181814.3367
802	181727.631
803	181641.6631
804	181640.2059
805	181596.0555
806	181577.2236
807	181498.0825
808	181408.7634
809	181405.2057
810	181368.2801
811	181352.2369
812	181246.2099
813	181150.8219
814	181096.0523
815	180970.9735
816	180883.1762
817	180814.4236
818	180744.6846
819	180707.1789
820	180645.2001
821	180605.1523
822	180517.0322
823	180424.7761
824	180424.0299
825	180294.6315
826	180246.6263
827	180179.6439
828	180129.0881
829	180041.0282
830	179997.787
831	179908.6049
832	179827.2225
833	179721.9121
834	179625.9692
835	179624.6083
836	179574.4946
837	179541.1189
838	179434.3662
839	179382.0869
840	179301.6551
841	179286.3604
842	179244.4289
843	179223.9333
844	179104.8951
845	179074.3521
846	178949.0412
847	178873.6183
848	178820.9137
849	178738.3713
850	178699.6284
851	178561.2897
852	178499.365
853	178435.9715
854	178348.5559
855	178311.7351
856	178304.9247
857	178275.8361
858	178234.52
859	178150.0253
860	178111.0152
861	178054.7766
862	177965.7445
863	177965.1746
864	177877.438
865	177765.2761
866	177730.0913
867	177643.4525
868	177569.8287
869	177515.5991
870	177458.9151
871	177323.7956
872	177218.3322
873	177188
874	177172.3354
875	177123.8694
876	177040.6757
877	176954.1722
878	176871.9175
879	176786.7232
880	176762.2633
881	176706.0884
882	176627.7804
883	176589.0729
884	176564.1681
885	176506.0818
886	176465.4561
887	176454.0138
888	176338.5207
889	176302.8452
890	176286.285
891	176210.4297
892	176121.7436
893	176032.4871
894	175911.2375
895	175882.7247
896	175807.0259
897	175702.365
898	175639.5083
899	175591.5907
900	175507.5091
901	175478.5751
902	175381.611
903	175342.8992
904	175262.7603
905	175193.7896
906	175123.0148
907	175044.8195
908	175003.2717
909	174899.5776
910	174829.538
911	174771.5892
912	174716.2294
913	174614.1839
914	174547.5293
915	174451.9253
916	174432.6828
917	174389.246
918	174340.2559
919	174233.354
920	174195.8996
921	174142.7585
922	174128.4982
923	174054.3383
924	174016.3128
925	173979.9268
926	173972.4623
927	173971.049
928	173901.1517
929	173800.0719
930	173749.4247
931	173692.723
932	173692.0377
933	173691.3713
934	173618.6297
935	173608.332
936	173606.3457
937	173595.0948
938	173519.2845
939	173483.9464
940	173482.0165
941	173373.3571
942	173299.4107
943	173266.7661
944	173186.646
945	173128.565
946	173127.2276
947	173081.5386
948	172992.5166
949	172920.1364
950	172891.9883
951	172857.2735
952	172755.224
953	172714.5645
954	172642.8527
955	172635.4694
956	172544.9648
957	172476.3246
958	172439.4426
959	172353.5585
960	172263.6
961	172215.2904
962	172151.0262
963	171985.8225
964	171938.502
965	171828.78
966	171818.628
967	171777.5582
968	171749.1179
969	171634.5466
970	171633.8813
971	171593.2099
972	171584.7656
973	171516.0933
974	171423.6475
975	171386.5522
976	171379.6775
977	171312.4415
978	171310.3934
979	171196.4998
980	171178.1271
981	171173.3286
982	171119.7757
983	171073.1961
984	171027.9215
985	170937.2956
986	170907.8264
987	170846.8916
988	170838.9035
989	170835.0598
990	170800.4169
991	170751.3587
992	170704.8604
993	170703.2816
994	170664.5803
995	170590.9134
996	170568.9328
997	170538.263
998	170445.4759
999	170409.8867
